id_poliza,num_poliza,nombre,apellido_paterno,apellido_materno,rfc,fecha_nacimiento,edad,sexo,estado_civil,ocupacion,ramo,plan,fecha_emision,fecha_inicio_vigencia,fecha_fin_vigencia,num_renovaciones,status_poliza,motivo_baja,canal_venta,marca_vehiculo,modelo_vehiculo,tipo_vehiculo,suma_asegurada,deducible,prima_neta,prima_total,forma_pago,agente_id,estado,municipio,codigo_postal,g_edad,siniest_flag
POL-000084,Aut-20-000084,Miguel,Silva,Flores,SIMF730412WP2,12/04/1973,53,Femenino,Soltero,Administrativo,Autos,RC+LT,2020-10-09,2020-10-09,2021-10-09,1,Vigente,,Agente,Volkswagen,2021.0,Lujo,600000,5000.0,21000.0,25578.0,Trimestral,AG023,Puebla,Atlixco,33961.0,46-60,0
POL-000085,Aut-21-000085,Beatriz,Castillo,Gutierrez,CABG650903SS8,03/09/1965,60,F,Union libre,Contador,Autos,Amplia Plus,2021-11-25,2021-11-25,2022-11-25,2,Vigente,,Agente,Ford,2019.0,Compacto,400000,3000.0,14000.0,16240.0,Anual,AG065,Jalisco,Zapopan,51158.0,46-60,0
POL-000086,Vid-20-000086,Diego,Perez,Hernandez,PEDH011122EP3,22/11/2001,24,F,Divorciado,,Vida,10 anios,2020-09-13,2020-09-13,2021-09-13,2,Vigente,,Banca Seguros,,,,1000000,,18000.0,20880.0,Anual,AG055,Estado de Mexico,Ecatepec,84449.0,18-30,0
POL-000087,Acc-22-000087,Esperanza,Rios,Diaz,RIED981223QI6,23/12/1998,27,F,Viudo,Gerente,Accidentes Personales,Individual,2022-06-09,2022-06-09,2023-06-09,2,Vencida,,Agente,,,,200000,3000.0,2400.0,3006.72,Mensual,AG009,Jalisco,Guadalajara,67695.0,18-30,0
POL-000088,Aut-20-000088,Esperanza,Flores,Martinez,FLEM021125WM9,25/11/2002,23,M,Casado,Administrativo,Autos,Amplia,2020-12-06,2020-12-06,2021-12-06,3,Vigente,,Agente,Honda,2018.0,Sedan,600000,8000.0,21000.0,24360.0,Anual,AG003,Coahuila,Saltillo,16770.0,18-30,0
POL-000089,Vid-20-000089,Martha,Garcia,Lopez,GAML750911CX3,11/09/1975,50,F,Union libre,Consultor,Vida,20 anios,2020-08-27,2020-08-27,2021-08-27,1,Vigente,,Agente,,,,500000,,11700.0,13572.0,Anual,AG027,Queretaro,San Juan del Rio,89159.0,46-60,0
POL-000090,GMM-23-000090,Antonio,Rivera,Mendoza,RIAM830726QI5,26/07/1983,42,F,Casado,Analista,GMM,Premium,2023-07-15,2023-07-15,2024-07-15,0,Vigente,,Agente,,,,2000000,5000.0,45320.0,52571.2,Anual,AG063,Chihuahua,Ciudad Juarez,13982.0,31-45,1
POL-000091,GMM-19-000091,Eduardo,Nunez,Reyes,NUER690731TN1,31/07/1969,56,M,Casado,Empleado,GMM,Plus,2019-10-31,2019-10-31,2020-10-31,0,Vigente,,Banca Seguros,,,,1000000,5000.0,27280.0,34176.38,Mensual,AG018,Guanajuato,Salamanca,62357.0,46-60,0
POL-000092,GMM-21-000092,Lorena,Molina,Garcia,MOLG841203AA8,03/12/1984,41,Femenino,Divorciado,Independiente,GMM,Plus,2021-08-15,2021-08-15,2022-08-15,0,Vigente,,Agente,,,,1000000,5000.0,22330.0,25902.8,Anual,AG001,Michoacan,Uruapan,56349.0,31-45,0
POL-000093,Vid-24-000093,Laura,Martinez,Ramirez,MALR640806AB2,06/08/1964,61,F,Soltero,Ingeniero,Vida,Permanente,2024-09-16,2024-09-16,2025-09-16,1,Suspendida,,Agente,,,,1000000,,27360.0,34276.61,Mensual,AG036,Baja California,Tijuana,48091.0,61+,0
POL-000094,GMM-20-000094,Manuel,Rodriguez,Romero,ROMR020816ZY8,16/08/2002,23,Femenino,Soltero,Jubilado,GMM,Elite,2020-01-08,2020-01-08,2021-01-08,0,Vigente,,Agente,,,,3000000,10000.0,66000.0,82684.8,Mensual,AG025,Sonora,Nogales,69331.0,18-30,1
POL-000095,GMM-20-000095,Rosa,Martinez,Sanchez,MARS800125UB1,25/01/1980,46,Masculino,Viudo,Ejecutivo,GMM,Premium,2020-11-30,2020-11-30,2021-11-30,0,Vigente,,Agente,,,,1000000,10000.0,23980.0,27816.8,Anual,AG024,Sonora,Ciudad Obregon,50781.0,46-60,0
POL-000096,Acc-23-000096,Beatriz,Rodriguez,Rivera,ROBR630629AM4,29/06/1963,62,M,Viudo,Jubilado,Accidentes Personales,Individual,2023-07-15,2023-07-15,2024-07-15,0,Vigente,,Agente,,,,500000,1000.0,6000.0,7168.8,Semestral,AG060,Michoacan,Uruapan,94602.0,61+,0
POL-000097,Aut-22-000097,Sergio,Torres,Mendoza,TOSM801209CV7,09/12/1980,45,F,Soltero,Independiente,Autos,Amplia Plus,2022-02-11,2022-02-11,2023-02-11,0,Suspendida,,Banca Seguros,Kia,2022.0,Sedan,300000,8000.0,10500.0,12180.0,Anual,AG071,Guanajuato,Celaya,,31-45,0
POL-000098,Acc-22-000098,Enrique,Silva,Mendoza,SIEM780820DY5,20/08/1978,47,M,Casado,Comerciante,Accidentes Personales,Familiar,2022-12-23,2022-12-23,2023-12-23,1,Vigente,,Agente,,,,300000,2000.0,3600.0,4510.08,Mensual,AG008,Tamaulipas,Tampico,21109.0,46-60,0
POL-000099,Aut-22-000099,Daniel,Cruz,Rivera,CRDR810920ZB3,20/09/1981,44,M,Union libre,Maestro,Autos,Amplia Plus,2022-06-27,2022-06-27,2023-06-27,0,Vigente,,Agente,Mazda,2015.0,Camioneta,600000,8000.0,21000.0,24360.0,Anual,AG038,Yucatan,Progreso,,31-45,0
POL-000100,GMM-24-000100,Irene,Medina,Vargas,MEIV750812TQ0,12/08/1975,50,F,Soltero,Abogado,GMM,Elite,2024-02-27,2024-02-27,2025-02-27,4,Vigente,,Directo,,,,300000,8000.0,7590.0,8804.4,Anual,AG016,Jalisco,Tonala,64684.0,46-60,0
POL-000101,Acc-21-000101,Maria,Silva,Mendoza,SIMM951117XM1,17/11/1995,30,Femenino,Casado,Director,Accidentes Personales,Individual,2021-12-17,2021-12-17,2022-12-17,2,Vigente,,Agente,,,,500000,2000.0,6000.0,7516.8,Mensual,AG028,Estado de Mexico,Tlalnepantla,74931.0,18-30,0
POL-000102,GMM-19-000102,Norma,Sanchez,Mendoza,SANM850706YB6,06/07/1985,40,M,Soltero,Medico,GMM,Elite,2019-12-22,2019-12-22,2020-12-22,3,Vigente,,Banca Seguros,,,,300000,8000.0,6600.0,7656.0,Anual,AG008,Guanajuato,Salamanca,94255.0,31-45,0
POL-000103,GMM-22-000103,Elena,Chavez,Martinez,CHEM740913LE7,13/09/1974,51,Femenino,Union libre,Abogado,GMM,Plus,2022-11-16,2022-11-16,2023-11-16,1,Vigente,,Agente,,,,300000,8000.0,7689.0,9186.82,Semestral,AG077,Puebla,Izucar,15178.0,46-60,0
POL-000104,Aut-24-000104,Pedro,Vega,Perez,VEPP661028XR5,28/10/1966,59,F,Casado,Ejecutivo,Autos,Amplia,2024-04-02,2024-04-02,2025-04-02,2,Vigente,,Banca Seguros,Chevrolet,2020.0,Camioneta,200000,8000.0,7000.0,8363.6,Semestral,AG014,CDMX,Benito Juarez,36814.0,46-60,0
POL-000105,Aut-24-000105,Luis,Hernandez,Reyes,HELR620511HU5,11/05/1962,63,M,Divorciado,Jubilado,Autos,Amplia,2024-05-26,2024-05-26,2025-05-26,0,Vigente,,Digital,Toyota,2019.0,Pick-up,300000,5000.0,10500.0,12545.4,Semestral,AG028,Coahuila,Torreon,69921.0,61+,0
POL-000106,GMM-23-000106,Rocio,Nunez,Hernandez,NURH770404TA1,04/04/1977,49,F,Soltero,Comerciante,GMM,Elite,2023-02-03,2023-02-03,2024-02-03,0,Vigente,,Broker,,,,800000,10000.0,19976.0,23172.16,Anual,AG056,Baja California,Tecate,78121.0,46-60,0
POL-000107,Aut-23-000107,Rosa,Diaz,Romero,DIRR681121IB3,21/11/1968,57,Masculino,Viudo,,Autos,RC+LT,2023-10-10,2023-10-10,2024-10-10,0,Suspendida,,Digital,Ford,2023.0,Camioneta,200000,5000.0,7000.0,8120.0,Anual,AG010,Yucatan,Progreso,13481.0,46-60,0
POL-000108,Aut-20-000108,Francisco,Aguilar,Silva,AGFS710701KK0,01/07/1971,54,F,Casado,Gerente,Autos,Amplia,2020-07-22,2020-07-22,2021-07-22,1,Vencida,,Agente,Hyundai,2019.0,SUV,600000,3000.0,21000.0,24360.0,Anual,AG062,Sonora,Guaymas,43706.0,46-60,0
POL-000109,Aut-20-000109,Jose,Sanchez,Torres,SAJT670221DG4,21/02/1967,59,M,Divorciado,Independiente,Autos,RC+LT,2020-11-28,2020-11-28,2021-11-28,2,Vigente,,Broker,Nissan,2024.0,Camioneta,600000,8000.0,21000.0,24360.0,Anual,AG069,Estado de Mexico,Naucalpan,,46-60,0
POL-000110,GMM-23-000110,Gabriela,Hernandez,Sanchez,HEGS630810LG4,10/08/1963,62,M,Casado,Tecnico,GMM,Basico,2023-12-20,2023-12-20,2024-12-20,0,Vigente,,Agente,,,,2000000,15000.0,58520.0,67883.2,Anual,AG036,Yucatan,Tizimin,69172.0,61+,1
POL-000111,GMM-21-000111,Eduardo,Dominguez,Diaz,DOED640806YD7,06/08/1964,61,Femenino,Casado,Director,GMM,Elite,2021-11-28,2021-11-28,2022-11-28,2,Vigente,,Broker,,,,300000,15000.0,8679.0,10369.67,Semestral,AG028,Veracruz,Coatzacoalcos,42710.0,61+,0
POL-000112,Vid-21-000112,Laura,Rivera,Lopez,RILL780321BG4,21/03/1978,48,Femenino,Casado,Contador,Vida,20 anios,2021-03-04,2021-03-04,2022-03-04,0,Vencida,,Broker,,,,5000000,,113400.0,138121.2,Trimestral,AG048,CDMX,Miguel Hidalgo,99393.0,46-60,1
POL-000113,Aut-23-000113,Oscar,Medina,Cruz,MEOC920827IJ1,27/08/1992,33,Masculino,Union libre,Director,Autos,RC+LT,2023-10-18,2023-10-18,2024-10-18,1,Vigente,,Broker,Hyundai,2024.0,Pick-up,300000,8000.0,10500.0,12180.0,Anual,AG065,Baja California,Rosarito,51320.0,31-45,0
POL-000114,Aut-22-000114,Antonio,Medina,Mendoza,MEAM910621VC7,21/06/1991,34,F,Union libre,Ingeniero,Autos,Amplia,2022-09-29,2022-09-29,2023-09-29,3,Cancelada,Falta de pago,Agente,Kia,2015.0,Deportivo,400000,5000.0,14000.0,16727.2,Semestral,AG017,Michoacan,Zamora,98438.0,31-45,0
POL-000115,Aut-22-000115,Irene,Ruiz,Cruz,RUIC870611XQ4,11/06/1987,38,F,Casado,,Autos,Amplia Plus,2022-11-21,2022-11-21,2023-11-21,1,Vigente,,Directo,BMW,2015.0,SUV,800000,5000.0,28000.0,34104.0,Trimestral,AG072,Sonora,Navojoa,19985.0,31-45,0
POL-000116,GMM-21-000116,Alicia,Sanchez,Torres,SAAT721030NY7,30/10/1972,53,Masculino,Divorciado,Ingeniero,GMM,Basico,2021-07-23,2021-07-23,2022-07-23,1,Vigente,,Agente,,,,300000,10000.0,7887.0,9606.37,Trimestral,AG061,Michoacan,Morelia,67341.0,46-60,0
POL-000117,Aut-24-000117,Ana,Rodriguez,Hernandez,ROAH680421KZ5,21/04/1968,58,M,Viudo,Empleado,Autos,Amplia,2024-11-07,2024-11-07,2025-11-07,4,Suspendida,,Agente,Toyota,2018.0,Compacto,200000,5000.0,7000.0,8120.0,Anual,AG050,Estado de Mexico,Naucalpan,94222.0,46-60,0
POL-000118,Acc-19-000118,Maria,Martinez,Cruz,MAMC980318EW8,18/03/1998,28,M,Viudo,Empleado,Accidentes Personales,Individual,2019-11-08,2019-11-08,2020-11-08,0,Vigente,,Agente,,,,200000,3000.0,2400.0,2784.0,Anual,AG022,Puebla,Tehuacan,23954.0,18-30,0
POL-000119,Acc-24-000119,Monica,Dominguez,Ramos,DOMR601009PT8,09/10/1960,65,Masculino,Soltero,Comerciante,Accidentes Personales,Familiar,2024-04-12,2024-04-12,2025-04-12,0,Vigente,,Directo,,,,300000,3000.0,3600.0,4510.08,Mensual,AG044,Jalisco,Guadalajara,,61+,0
POL-000120,Acc-22-000120,Monica,Rios,Romero,RIMR941124WH5,24/11/1994,31,F,Casado,,Accidentes Personales,Individual,2022-12-23,2022-12-23,2023-12-23,3,Vigente,,Agente,,,,300000,3000.0,3600.0,4176.0,Anual,AG047,Puebla,Izucar,65274.0,31-45,0
POL-000121,Acc-22-000121,Beatriz,Gutierrez,Hernandez,GUBH960417EI9,17/04/1996,30,Femenino,Divorciado,Medico,Accidentes Personales,Individual,2022-05-06,2022-05-06,2023-05-06,1,Vigente,,Broker,,,,300000,1000.0,3600.0,4384.8,Trimestral,AG080,CDMX,Benito Juarez,79581.0,18-30,0
POL-000122,Acc-19-000122,Monica,Reyes,Perez,REMP660826MX7,26/08/1966,59,Masculino,Soltero,Medico,Accidentes Personales,Individual,2019-09-29,2019-09-29,2020-09-29,0,Vigente,,Agente,,,,500000,2000.0,6000.0,7168.8,Semestral,AG029,Estado de Mexico,Toluca,79265.0,46-60,0
POL-000123,Acc-23-000123,Diana,Reyes,Castillo,REDC880613XQ1,13/06/1988,37,F,Union libre,,Accidentes Personales,Individual,2023-03-13,2023-03-13,2024-03-13,2,Vigente,,Agente,,,,200000,2000.0,2400.0,2784.0,Anual,AG009,Veracruz,Poza Rica,29968.0,31-45,0
POL-000124,GMM-21-000124,Fernanda,Torres,Ramos,TOFR600504IR0,04/05/1960,65,Femenino,Divorciado,Ama de casa,GMM,Elite,2021-11-29,2021-11-29,2022-11-29,3,Vigente,,Agente,,,,3000000,15000.0,90750.0,105270.0,Anual,AG042,Guanajuato,Irapuato,68923.0,61+,1
POL-000125,GMM-20-000125,Rosa,Martinez,Romero,MARR830226LX2,26/02/1983,43,F,Union libre,Gerente,GMM,Premium,2020-08-21,2020-08-21,2021-08-21,3,Vigente,,Broker,,,,500000,8000.0,11495.0,14000.91,Trimestral,AG034,CDMX,Coyoacan,95881.0,31-45,0
POL-000126,GMM-20-000126,Ana,Lopez,Lopez,LOAL820408FV7,08/04/1982,44,F,Casado,Arquitecto,GMM,Plus,2020-05-05,2020-05-05,2021-05-05,1,Vigente,,Agente,,,,1000000,5000.0,23320.0,27862.74,Semestral,AG015,Sonora,Ciudad Obregon,91068.0,31-45,0
POL-000127,GMM-22-000127,Oscar,Cruz,Vargas,CROV810429HS2,29/04/1981,45,Femenino,Casado,Analista,GMM,Basico,2022-04-14,2022-04-14,2023-04-14,3,Vigente,,Agente,,,,1000000,8000.0,23650.0,28257.02,Semestral,AG015,Coahuila,Torreon,92435.0,31-45,0
POL-000128,Vid-22-000128,Silvia,Dominguez,Mendoza,DOSM690328GZ3,28/03/1969,57,Masculino,Casado,Arquitecto,Vida,Permanente,2022-08-16,2022-08-16,2023-08-16,0,Vigente,,Agente,,,,1000000,,25920.0,30969.22,Semestral,AG019,Queretaro,San Juan del Rio,27878.0,46-60,0
POL-000129,GMM-21-000129,Sofia,Martinez,Rivera,MASR760112QF5,12/01/1976,50,M,Viudo,Estudiante,GMM,Elite,2021-05-28,2021-05-28,2022-05-28,0,Vigente,,Digital,,,,500000,10000.0,12650.0,14674.0,Anual,AG056,Estado de Mexico,Toluca,87927.0,46-60,0
POL-000130,Aut-19-000130,Esperanza,Ortiz,Gutierrez,OREG850319UP6,19/03/1985,41,M,Soltero,Administrativo,Autos,Amplia Plus,2019-10-30,2019-10-30,2020-10-30,0,Vigente,,Agente,Hyundai,2015.0,Deportivo,300000,5000.0,10500.0,12180.0,Anual,AG044,Veracruz,Poza Rica,67440.0,31-45,0
POL-000131,Vid-22-000131,Adriana,Gutierrez,Ramos,GUAR811125ZR5,25/11/1981,44,F,Casado,Estudiante,Vida,Permanente,2022-05-24,2022-05-24,2023-05-24,1,Vigente,,Digital,,,,500000,,10620.0,12319.2,Anual,AG046,Veracruz,Orizaba,70242.0,31-45,0
POL-000132,GMM-23-000132,Daniel,Ramirez,Sanchez,RADS820127SG0,27/01/1982,44,Femenino,Casado,Maestro,GMM,Plus,2023-07-20,2023-07-20,2024-07-20,0,Vigente,,Digital,,,,200000,15000.0,4664.0,5843.06,Mensual,AG003,Yucatan,Progreso,54336.0,31-45,0
POL-000133,Vid-22-000133,Leticia,Ramos,Hernandez,RALH690326FS2,26/03/1969,57,Femenino,Soltero,Medico,Vida,Permanente,2022-03-02,2022-03-02,2023-03-02,0,Vencida,,Agente,,,,5000000,,129600.0,154846.08,Semestral,AG045,Tamaulipas,Nuevo Laredo,65741.0,46-60,1
POL-000134,Acc-22-000134,Hector,Martinez,Morales,MAHM620606YS0,06/06/1962,63,M,Casado,Administrativo,Accidentes Personales,Familiar,2022-02-16,2022-02-16,2023-02-16,0,Vigente,,Broker,,,,200000,2000.0,2400.0,2784.0,Anual,AG024,Michoacan,Zamora,31301.0,61+,0
POL-000135,Vid-20-000135,Diana,Salazar,Lopez,SADL620210DI1,10/02/1962,64,Femenino,Union libre,Comerciante,Vida,10 anios,2020-10-01,2020-10-01,2021-10-01,1,Cancelada,Siniestro total,Agente,,,,500000,,14220.0,16495.2,Anual,AG018,Guanajuato,Leon,71425.0,61+,0
POL-000136,GMM-22-000136,Enrique,Perez,Gonzalez,PEEG730517MT2,17/05/1973,52,F,Soltero,Analista,GMM,Elite,2022-09-15,2022-09-15,2023-09-15,0,Vigente,,Directo,,,,1000000,8000.0,25960.0,32522.69,Mensual,AG019,Veracruz,Veracruz,72161.0,46-60,0
POL-000137,Vid-22-000137,Fernando,Torres,Ramirez,TOFR750623UH5,23/06/1975,50,M,Union libre,Independiente,Vida,20 anios,2022-12-08,2022-12-08,2023-12-08,0,Vigente,,Digital,,,,3000000,,70200.0,87946.56,Mensual,AG009,Nuevo Leon,San Nicolas,70518.0,46-60,1
POL-000138,GMM-23-000138,Fernando,Castillo,Rivera,CAFR910604GI8,04/06/1991,34,F,Divorciado,Consultor,GMM,Plus,2023-12-05,2023-12-05,2024-12-05,1,Vigente,,Agente,,,,200000,15000.0,4400.0,5512.32,Mensual,AG044,Chihuahua,Ciudad Juarez,42367.0,31-45,0
POL-000139,Aut-23-000139,Beatriz,Flores,Romero,FLBR030729MO9,29/07/2003,22,M,Viudo,Ingeniero,Autos,RC+LT,2023-08-23,2023-08-23,2024-08-23,0,Vigente,,Agente,Toyota,2024.0,Pick-up,600000,8000.0,21000.0,26308.8,Mensual,AG038,Chihuahua,Chihuahua,65307.0,18-30,0
POL-000140,Aut-23-000140,Maria,Soto,Ramos,SOMR630403GY1,03/04/1963,63,Masculino,Casado,Maestro,Autos,RC+LT,2023-12-27,2023-12-27,2024-12-27,3,Vigente,,Agente,Honda,2020.0,Pick-up,200000,5000.0,7000.0,8769.6,Mensual,AG040,Yucatan,Progreso,72401.0,61+,0
POL-000141,Aut-19-000141,Rocio,Garcia,Vargas,GARV741208DU1,08/12/1974,51,Femenino,Casado,Administrativo,Autos,RC+LT,2019-03-19,2019-03-19,2020-03-19,0,Vigente,,Agente,Nissan,2016.0,SUV,150000,3000.0,5250.0,6090.0,Anual,AG021,Coahuila,Torreon,55305.0,46-60,0
POL-000142,Aut-24-000142,Sergio,Gutierrez,Cruz,GUSC951018QH6,18/10/1995,30,F,Viudo,Ejecutivo,Autos,RC+LT,2024-02-17,2024-02-17,2025-02-17,0,Vigente,,Directo,Ford,2023.0,SUV,600000,8000.0,21000.0,26308.8,Mensual,AG031,Veracruz,Orizaba,20906.0,18-30,0
POL-000143,Acc-23-000143,Miguel,Navarro,Diaz,NAMD750113NW7,13/01/1975,51,M,Union libre,Consultor,Accidentes Personales,Familiar,2023-09-16,2023-09-16,2024-09-16,4,Suspendida,,Digital,,,,300000,2000.0,3600.0,4510.08,Mensual,AG036,Puebla,Cholula,16310.0,46-60,0
POL-000144,GMM-22-000144,Carlos,Rios,Torres,RICT930817IS0,17/08/1993,32,M,Divorciado,Empresario,GMM,Plus,2022-09-13,2022-09-13,2023-09-13,2,Vigente,,Agente,,,,500000,15000.0,11000.0,13780.8,Mensual,AG023,Chihuahua,Delicias,94790.0,31-45,0
POL-000145,GMM-24-000145,Valeria,Castillo,Perez,CAVP980601GE7,01/06/1998,27,M,Soltero,Independiente,GMM,Premium,2024-08-04,2024-08-04,2025-08-04,1,Vigente,,Agente,,,,300000,8000.0,6600.0,7656.0,Anual,AG038,Chihuahua,Parral,20330.0,18-30,0
POL-000146,Aut-22-000146,Beatriz,Ramos,Silva,RABS600628PZ7,28/06/1960,65,Masculino,Union libre,Comerciante,Autos,Amplia,2022-03-14,2022-03-14,2023-03-14,0,Vigente,,Agente,Honda,2019.0,Hatchback,300000,3000.0,10500.0,12789.0,Trimestral,AG058,Michoacan,Zamora,82760.0,61+,0
POL-000147,GMM-21-000147,Luis,Martinez,Ramirez,MALR980915YE3,15/09/1998,27,M,Divorciado,Maestro,GMM,Elite,2021-02-12,2021-02-12,2022-02-12,2,Vigente,,Broker,,,,1000000,20000.0,22000.0,25520.0,Anual,AG075,Guanajuato,Irapuato,59171.0,18-30,0
POL-000148,Aut-23-000148,Maria,Torres,Rivera,TOMR940402KW1,02/04/1994,32,F,Soltero,Comerciante,Autos,RC+LT,2023-04-01,2023-04-01,2024-04-01,1,Vigente,,Directo,Volkswagen,2015.0,Sedan,800000,3000.0,28000.0,33454.4,Semestral,AG061,Baja California,Rosarito,39002.0,31-45,0
POL-000149,Aut-20-000149,Miguel,Romero,Diaz,ROMD600913YB9,13/09/1960,65,Masculino,Union libre,Abogado,Autos,RC+LT,2020-06-11,2020-06-11,2021-06-11,0,Vigente,,Agente,BMW,2020.0,Sedan,200000,5000.0,7000.0,8120.0,Anual,AG054,Nuevo Leon,San Pedro,80502.0,61+,0
POL-000150,Aut-22-000150,Jorge,Gutierrez,Sanchez,GUJS930411SC0,11/04/1993,33,F,Viudo,Estudiante,Autos,Amplia Plus,2022-06-28,2022-06-28,2023-06-28,0,Vigente,,Digital,Hyundai,2016.0,Lujo,150000,8000.0,5250.0,6272.7,Semestral,AG012,Veracruz,Poza Rica,41451.0,31-45,0
POL-000151,GMM-24-000151,Norma,Torres,Mendoza,TONM781003CD4,03/10/1978,47,F,Casado,Gerente,GMM,Premium,2024-10-23,2024-10-23,2025-10-23,2,Vigente,,Digital,,,,200000,8000.0,4862.0,5639.92,Anual,AG079,Guanajuato,Irapuato,72018.0,46-60,0
POL-000152,Aut-23-000152,Irene,Cruz,Lopez,CRIL881226DG4,26/12/1988,37,Masculino,Casado,Ejecutivo,Autos,Amplia,2023-04-11,2023-04-11,2024-04-11,2,Vigente,,Banca Seguros,BMW,2019.0,SUV,400000,3000.0,14000.0,16240.0,Anual,AG037,Veracruz,Orizaba,32523.0,31-45,0
POL-000153,GMM-23-000153,Pablo,Martinez,Sanchez,MAPS681017BU4,17/10/1968,57,M,Viudo,,GMM,Premium,2023-01-02,2023-01-02,2024-01-02,2,Vigente,,Broker,,,,2000000,20000.0,17864.0,65976.86,Semestral,AG046,Coahuila,Acuna,74840.0,46-60,0
POL-000154,Aut-19-000154,Daniel,Garcia,Flores,GADF630326DW9,26/03/1963,63,F,Divorciado,Comerciante,Autos,Amplia,2019-08-25,2019-08-25,2020-08-25,2,Vigente,,Broker,Hyundai,2025.0,Compacto,200000,3000.0,7000.0,8769.6,Mensual,AG048,CDMX,Miguel Hidalgo,50561.0,61+,0
POL-000155,Aut-24-000155,Fernando,Hernandez,Ramirez,HEFR600510XP8,10/05/1960,65,Femenino,Soltero,,Autos,Amplia,2024-11-28,2024-11-28,2025-11-28,3,Vigente,,Broker,Honda,2022.0,Compacto,150000,5000.0,5250.0,6090.0,Anual,AG027,Guanajuato,Leon,29755.0,61+,0
POL-000156,Acc-20-000156,Sofia,Salazar,Romero,SASR010306CW8,06/03/2001,25,F,Casado,Empresario,Accidentes Personales,Familiar,2020-04-17,2020-04-17,2021-04-17,4,Vigente,,Broker,,,,500000,3000.0,6000.0,6960.0,Anual,AG045,Baja California,Tecate,83711.0,18-30,0
POL-000157,GMM-20-000157,Mario,Ruiz,Flores,RUMF940106FN8,06/01/1994,32,F,Casado,Administrativo,GMM,Elite,2020-06-02,2020-06-02,2021-06-02,2,Vigente,,Directo,,,,3000000,5000.0,66000.0,76560.0,Anual,AG006,Chihuahua,Parral,83070.0,31-45,1
POL-000158,GMM-19-000158,Arturo,Ramirez,Martinez,RAAM850108TP3,08/01/1985,41,Femenino,Casado,Contador,GMM,Plus,2019-10-02,2019-10-02,2020-10-02,0,Vigente,,Directo,,,,200000,15000.0,4466.0,5335.98,Semestral,AG024,Coahuila,Torreon,98752.0,31-45,0
POL-000159,GMM-19-000159,Carmen,Reyes,Castillo,RECC971126LZ2,26/11/1997,28,Masculino,Soltero,Estudiante,GMM,Basico,2019-10-11,2019-10-11,2020-10-11,2,Vigente,,Agente,,,,800000,5000.0,17864.0,21436.8,Trimestral,AG079,Nuevo Leon,San Nicolas,99174.0,18-30,0
POL-000160,GMM-19-000160,Arturo,Silva,Castillo,SIAC790704DA4,04/07/1979,46,M,Union libre,Estudiante,GMM,Elite,2019-08-02,2019-08-02,2020-08-02,0,Vigente,,Agente,,,,500000,20000.0,11990.0,15021.07,Mensual,AG079,Sonora,Navojoa,88093.0,46-60,0
POL-000161,GMM-20-000161,Eduardo,Rivera,Mendoza,RIEM960309RY5,09/03/1996,30,M,Divorciado,Director,GMM,Basico,2020-01-09,2020-01-09,2021-01-09,2,Vigente,,Agente,,,,300000,5000.0,6600.0,8268.48,Mensual,AG003,Michoacan,Apatzingan,31378.0,18-30,0
POL-000162,Vid-24-000162,Diego,Rodriguez,Castillo,RODC780527UW6,27/05/1978,47,Femenino,Divorciado,Tecnico,Vida,10 anios,2024-12-11,2024-12-11,2025-12-11,2,Vigente,,Directo,,,,2000000,,44640.0,55924.99,Mensual,AG062,Puebla,Cholula,20720.0,46-60,1
POL-000163,Vid-23-000163,Beatriz,Rodriguez,Gonzalez,ROBG790812MK6,12/08/1979,46,M,Casado,Estudiante,Vida,10 anios,2023-02-18,2023-02-18,2024-02-18,1,Vigente,,Agente,,,,500000,,10980.0,12736.8,Anual,AG059,Veracruz,Xalapa,74564.0,46-60,0
POL-000164,GMM-24-000164,Luis,Chavez,Vega,CHLV720204EI4,04/02/1972,54,F,Viudo,Independiente,GMM,Plus,2024-02-12,2024-02-12,2025-02-12,3,Vigente,,Broker,,,,2000000,15000.0,53240.0,63611.15,Semestral,AG031,Michoacan,Zamora,91543.0,46-60,1
POL-000165,GMM-21-000165,Adriana,Lopez,Martinez,LOAM940502NI6,02/05/1994,31,Masculino,Divorciado,Ejecutivo,GMM,Premium,2021-12-23,2021-12-23,2022-12-23,0,Vigente,,Agente,,,,200000,8000.0,4400.0,5257.12,Semestral,AG029,Nuevo Leon,Apodaca,74868.0,31-45,0
POL-000166,GMM-21-000166,Andres,Navarro,Hernandez,NAAH700211AC0,11/02/1970,56,M,Divorciado,Administrativo,GMM,Plus,2021-06-06,2021-06-06,2022-06-06,2,Vigente,,Promotor,,,,3000000,20000.0,81840.0,97782.43,Semestral,AG021,Estado de Mexico,Tlalnepantla,11611.0,46-60,1
POL-000167,Aut-24-000167,Ricardo,Ramirez,Torres,RART691224DR3,24/12/1969,56,Masculino,Soltero,Tecnico,Autos,Amplia Plus,2024-10-29,2024-10-29,2025-10-29,3,Vigente,,Broker,Mazda,2019.0,Camioneta,800000,3000.0,28000.0,35078.4,Mensual,AG023,Queretaro,El Marques,65146.0,46-60,0
POL-000168,GMM-22-000168,Fernanda,Hernandez,Perez,HEFP730519VU1,19/05/1973,52,Masculino,Casado,Abogado,GMM,Elite,2022-04-06,2022-04-06,2023-04-06,0,Vigente,,Directo,,,,3000000,10000.0,77880.0,90340.8,Anual,AG036,Puebla,Atlixco,92997.0,46-60,1
